subscription_id,account_id,plan_tier,seats,mrr,currency,discount_pct,billing_cycle,payment_method,start_date,end_date
SUB-006588,ACC-100924,Starter,1,52.31,EUR,0,Monthly,Credit Card,12/23/2023,23/05/2025
SUB-006589,ACC-102736,Starter,1,36,USD,20,Monthly,Credit Card,2022-07-30,19/01/2026
SUB-006590,ACC-102736,Business,1,$543.89,USD,5,Annual,Credit Card,19/01/2026,2026-03-30
SUB-006591,ACC-102736,Starter,1,52,USD,0,Monthly,,30-Mar-2026,
SUB-006592,ACC-100726,Starter,1,40.33,USD,10,Monthly,Credit Card,2023-09-10,2025-03-10
SUB-006593,ACC-100053,Pro,2,242.51,USD,0,Monthly,Credit Card,08/23/2024,2024-12-17
SUB-006594,ACC-100053,Business,5,"1,004.52",USD,0,Monthly,credit card,2024-12-17,2025-01-17
SUB-006595,ACC-100053,Starter,4,70.30,USD,0,Monthly,Credit Card,2025-01-17,01/23/2025
SUB-006596,ACC-101796,Starter,3,70.10,USD,0,Monthly,,07/13/2025,2025-11-04
SUB-006597,ACC-101796,Enterprise,3,"$ 2,660",USD,0,Monthly,Invoice,04/11/2025,
SUB-006598,ACC-103845,Enterprise,3,"$ 2,930",USD,0,Annual,ACH,2022-05-06,2025-10-23
SUB-006599,ACC-103845,Pro,2,252.77,USD,0,Annual,Invoice,10/23/2025,
SUB-006600,ACC-102553,Business,3,701,USD,10,Monthly,Credit Card,05/12/2022,02/27/2024
SUB-006601,ACC-102553,Enterprise,5,"$3,635.04",USD,0,Monthly,Credit Card,2024-02-27,
SUB-006602,ACC-102800,Business,16,"$2,164.85",USD,0,Monthly,Credit Card,2024-03-23,
SUB-006603,ACC-100936,Starter,2,$ 48,USD,25,Annual,credit card,2024-01-29,2024/06/21
SUB-006604,ACC-100936,Pro,3,270,USD,0,Annual,credit card,06/21/2024,
SUB-006605,ACC-105013,Pro,4,$301.00,USD,0,Monthly,Credit Card,2022-12-15,15/03/2025
SUB-006606,ACC-100824,Pro,1,214,USD,0,Monthly,Invoice,16/03/2025,2025-04-28
SUB-006607,ACC-100824,Starter,4,$ 69,USD,0,Monthly,Credit Card,2025-04-28,
SUB-006608,ACC-104321,Starter,4,€68.54,EUR,0,Monthly,Credit Card,2024-05-28,2026-02-28
SUB-006609,ACC-103401,Business,7,"1,177.07",USD,0,Monthly,Credit Card,2024-03-20,2024-05-20
SUB-006610,ACC-101389,Starter,1,48.46,USD,0,Annual,Invoice,10/01/2022,2023-01-27
SUB-006611,ACC-101389,Enterprise,2,"$2,414.29",USD,0,Monthly,Credit Card,,08/01/2023
SUB-006612,ACC-103564,Pro,2,$ 229,USD,0,Annual,credit card,02/17/2024,
SUB-006613,ACC-100884,Pro,5,317,GBP,0,Monthly,,04/14/2023,05/14/2026
SUB-006614,ACC-101868,Pro,7,360.31,USD,0,Monthly,Credit Card,2023-09-14,
SUB-006615,ACC-100010,Pro,2,246,USD,0,Monthly,Invoice,07/09/2025,
SUB-006616,ACC-103415,Pro,2,210.27,USD,0,Monthly,Credit Card,11/20/2022,2023/05/23
SUB-006617,ACC-103415,Starter,2,$ 62,USD,0,Annual,credit card,05/23/2023,
SUB-006618,ACC-101463,Pro,8,367.69,USD,0,Monthly,Credit Card,2023-09-21,2024-06-21
SUB-006619,ACC-100806,Starter,1,€48.63,EUR,0,Monthly,ACH,2025-03-23,2025-11-17
SUB-006620,ACC-100806,Business,3,5,EUR,150,Monthly,Credit Card,17-Nov-2025,
SUB-006621,ACC-105333,Starter,3,62,USD,0,Monthly,Credit Card,11/26/2023,
SUB-006622,ACC-104068,Pro,2,$218.43,USD,10,Monthly,Credit Card,24/10/2024,
SUB-006623,ACC-102108,Business,2,$597.00,USD,20,Monthly,Invoice,2023-06-12,
SUB-006624,ACC-105953,Business,3,563.58,USD,25,Monthly,Credit Card,23/08/2022,
SUB-006625,ACC-104659,Starter,1,$44.13,USD,0,Annual,credit card,2023/05/03,2023-06-03
SUB-006626,ACC-104659,Enterprise,3,"2,970.99",USD,0,Annual,Credit Card,2023-06-03,06/03/2023
SUB-006627,ACC-102234,Pro,2,206,USD,20,Monthly,Credit Card,2022-12-21,2024-05-21
SUB-006628,ACC-100963,Business,2,$677.73,USD,0,Annual,Credit Card,07-Jan-2022,2022-11-07
SUB-006629,ACC-104494,Pro,2,236.37,USD,0,Monthly,ACH,2024-02-24,2025-05-24
SUB-006630,ACC-102632,Starter,5,72.84,USD,5,Monthly,ACH,2023-02-19,
SUB-006631,ACC-100704,Starter,2,58.53,USD,0,Annual,ACH,10/08/2025,11-Sep-2025
SUB-006632,ACC-100704,Pro,3,$284.35,USD,0,Monthly,credit card,2025-09-11,2026-01-09
SUB-006633,ACC-100704,Starter,2,51.73,USD,0,Monthly,ACH,01/09/2026,
SUB-006634,ACC-100431,Business,15,1785,USD,0,Monthly,credit card,09-Jan-2025,
SUB-006635,ACC-104388,Starter,3,$ 70,USD,0,Annual,Credit Card,2025-03-27,
SUB-006636,ACC-100145,Pro,2,$224.85,USD,0,Monthly,ACH,27/02/2024,
SUB-006637,ACC-102033,Starter,1,48.97,USD,0,Monthly,Credit Card,2022-03-05,2025-09-05
SUB-006638,ACC-105102,Pro,3,270,USD,0,Annual,ACH,2022-09-18,2023-12-18
SUB-006639,ACC-101165,Pro,6,€370.17,EUR,0,Annual,Credit Card,17/08/2022,
SUB-006640,ACC-103500,Pro,1,$208.35,USD,0,Monthly,ACH,16/06/2022,12-Nov-2024
SUB-006641,ACC-103500,Enterprise,6,3311,USD,0,Annual,Credit Card,11/12/2024,
SUB-006642,ACC-102050,Starter,5,76,USD,0,Monthly,Credit Card,2024-10-28,04/27/2025
SUB-006643,ACC-102050,Business,2,$ 612,USD,20,Monthly,Credit Card,2025-04-27,28/10/2025
SUB-006644,ACC-103760,Starter,2,51.56,USD,0,Monthly,ACH,04-Apr-2023,2023-06-16
SUB-006645,ACC-103760,Pro,3,$272.08,USD,0,Annual,Credit Card,2023-06-16,2024-01-20
SUB-006646,ACC-103760,Enterprise,3,2857,USD,0,Monthly,Credit Card,2024-01-20,2024-06-04
SUB-006647,ACC-102624,Starter,1,$ 56,USD,0,Annual,Credit Card,2024-08-26,2024-10-26
SUB-006648,ACC-104484,Business,1,$537.38,USD,20,Monthly,credit card,2023-03-15,05/22/2025
SUB-006649,ACC-104484,Enterprise,8,"$4,437.63",USD,0,Monthly,Credit Card,05/22/2025,2026-01-15
SUB-006650,ACC-104435,Business,2,771.16,USD,0,Monthly,Credit Card,06/05/2025,
SUB-006651,ACC-104845,Starter,2,41.57,EUR,20,Monthly,ACH,2024-12-17,
SUB-006652,ACC-104713,Starter,2,56.62,USD,0,Monthly,,2024-06-22,2025-06-22
SUB-006653,ACC-104361,Business,3,771,USD,0,Annual,Invoice,2023-07-21,
SUB-006654,ACC-102424,Pro,6,362,USD,0,Monthly,ACH,2023-02-22,
SUB-006655,ACC-101262,Starter,3,65,USD,0,Annual,Credit Card,04/26/2025,
SUB-006656,ACC-101771,Enterprise,2,2236,USD,0,Monthly,Credit Card,01-Jan-2025,
SUB-006657,ACC-103511,Starter,2,£62.54,GBP,0,Annual,credit card,08/06/2023,2024/06/06
SUB-006658,ACC-100271,Starter,6,$94.97,USD,0,Monthly,ACH,2022-07-30,09/30/2024
SUB-006659,ACC-100244,Business,7,973,USD,25,Monthly,Credit Card,18/03/2025,14-Oct-2025
SUB-006660,ACC-100244,Enterprise,2,"$ 2,309",USD,0,Monthly,credit card,2025-10-14,07-Dec-2025
SUB-006661,ACC-100244,Business,5,$956.77,USD,0,Monthly,ACH,2025/12/07,2025-12-18
SUB-006662,ACC-105906,Business,7,894.54,USD,25,Annual,ACH,2022-12-13,17/05/2023
SUB-006663,ACC-105906,Pro,1,167.47,USD,15,Monthly,ACH,2023-05-17,2023-09-13
SUB-006664,ACC-104572,Pro,4,£ 269,GBP,0,Monthly,Credit Card,01/01/2025,2025-03-12
SUB-006665,ACC-104572,Enterprise,2,"£2,255.43",GBP,0,Monthly,Credit Card,12-Mar-2025,2025/06/01
SUB-006666,ACC-102032,Pro,3,$201.26,USD,15,Annual,ACH,2025-05-10,
SUB-006667,ACC-104958,Starter,1,50.33,USD,0,Monthly,Credit Card,2022-04-30,
SUB-006668,ACC-100813,Starter,2,$ 56,USD,0,Annual,Credit Card,08/01/2023,2023-10-01
SUB-006669,ACC-103810,Pro,1,184.99,USD,0,Monthly,Credit Card,01-Jun-2024,03-Jan-2025
SUB-006670,ACC-103810,Business,5,"1,066.79",USD,0,Monthly,Credit Card,2025-01-03,2025-02-01
SUB-006671,ACC-104939,Business,2,650,USD,0,Monthly,Credit Card,07/18/2024,2024-12-13
SUB-006672,ACC-104939,Enterprise,4,"3,269.44",USD,0,Monthly,Credit Card,12/13/2024,
SUB-006673,ACC-101804,Starter,9,5.00,USD,150,Monthly,Credit Card,2025-08-23,
SUB-006674,ACC-104346,Pro,2,231.64,USD,10,Annual,Credit Card,2023-04-22,
SUB-006675,ACC-102461,Pro,2,$255.05,USD,0,Monthly,Invoice,2022/03/18,2025-03-09
SUB-006676,ACC-102461,Starter,1,50,USD,0,Monthly,Invoice,2025/03/09,09-Jan-2026
SUB-006677,ACC-102461,Pro,12,575.79,USD,0,Monthly,Invoice,2026-01-09,
SUB-006678,ACC-100545,Business,2,582,USD,20,Monthly,Credit Card,2022-01-05,2024-06-18
SUB-006679,ACC-100545,Pro,7,350.05,USD,0,Monthly,,06/18/2024,
SUB-006680,ACC-103241,Enterprise,1,"$1,893.23",USD,0,Monthly,Invoice,2022-03-03,
SUB-006681,ACC-100738,Starter,3,$ 70,USD,0,Annual,Credit Card,2024-12-18,
SUB-006682,ACC-100310,Pro,1,£151.99,GBP,20,Monthly,ACH,2023-08-31,2023-12-31
SUB-006683,ACC-103521,Starter,3,52.12,USD,10,Monthly,Credit Card,2023-11-07,07-Mar-2024
SUB-006684,ACC-101131,Business,3,$614.33,USD,15,Monthly,Invoice,04-Oct-2022,2023/07/15
SUB-006685,ACC-101131,Pro,4,263.06,USD,0,Monthly,credit card,07/15/2023,2023-09-10
SUB-006686,ACC-101131,Enterprise,10,"3,430.91",USD,25,Annual,credit card,2023/09/10,04-Dec-2023
SUB-006687,ACC-105996,Starter,2,$54.49,USD,10,Monthly,ACH,2025-03-14,16/10/2025
SUB-006688,ACC-105996,Enterprise,1,"$ 1,835",USD,0,Monthly,ACH,16/10/2025,
SUB-006689,ACC-104111,Pro,3,€282.01,EUR,0,Monthly,Credit Card,2023/03/04,01-Feb-2024
SUB-006690,ACC-104111,Starter,3,61,EUR,0,Annual,Credit Card,01-Feb-2024,2024-11-04
SUB-006691,ACC-102769,Business,1,668.67,EUR,0,Annual,Credit Card,2024-08-12,2025-09-18
SUB-006692,ACC-102769,Starter,1,€44.91,EUR,0,Monthly,ACH,2025-09-18,2026-02-25
SUB-006693,ACC-102769,Pro,4,€ 267,EUR,0,Monthly,Credit Card,2026-02-25,
SUB-006694,ACC-100920,Pro,3,5.00,USD,150,Monthly,Credit Card,12/31/2023,
SUB-006695,ACC-103587,Starter,1,43,USD,10,Annual,Credit Card,01/08/2025,01/23/2026
SUB-006696,ACC-103587,Pro,3,$ 266,USD,0,Annual,Credit Card,2026/01/23,2026-04-08
SUB-006697,ACC-103959,Pro,1,214,USD,0,Monthly,Credit Card,2022-11-17,20/05/2025
SUB-006698,ACC-103959,Starter,2,52,USD,0,Monthly,Invoice,05/20/2025,
SUB-006699,ACC-100038,Pro,8,$402.31,USD,0,Annual,Credit Card,05/09/2023,10/10/2023
SUB-006700,ACC-100038,Enterprise,1,"$ 2,133",USD,0,Monthly,Credit Card,10/10/2023,2023-12-09
SUB-006701,ACC-104459,Pro,5,$346.85,USD,0,Annual,Credit Card,2023-09-13,06-Apr-2024
SUB-006702,ACC-104459,Enterprise,6,"$3,585.89",USD,0,Monthly,credit card,06-Apr-2024,2024-08-13
SUB-006703,ACC-104278,Pro,4,282,USD,0,Monthly,ACH,2024-08-30,2025-11-30
SUB-006704,ACC-102983,Business,5,982,USD,0,Monthly,Invoice,03/24/2025,
SUB-006705,ACC-103373,Business,3,760.85,USD,0,Monthly,Credit Card,2023-07-11,
SUB-006706,ACC-102667,Pro,3,$236.18,USD,0,Monthly,credit card,2025-08-05,2025-11-05
SUB-006707,ACC-103223,Business,1,$428.80,USD,25,Monthly,Credit Card,05/31/2023,2024-06-30
SUB-006708,ACC-101182,Starter,1,53.81,USD,0,Monthly,ACH,2024-08-20,2024-11-14
SUB-006709,ACC-101182,Pro,1,226.46,USD,0,Monthly,Credit Card,2024-11-14,12/20/2024
SUB-006710,ACC-100614,Starter,2,$ 52,USD,15,Annual,Credit Card,04/21/2022,
SUB-006711,ACC-105978,Business,2,779.36,USD,0,Monthly,Credit Card,2023-06-27,
SUB-006712,ACC-101466,Pro,7,365,USD,0,Monthly,Invoice,2024-01-15,2025-11-02
SUB-006713,ACC-101466,Enterprise,1,2251,USD,0,Annual,Credit Card,2025-11-02,
SUB-006714,ACC-104497,Starter,2,€ 51,EUR,0,Monthly,Invoice,2025-07-28,2025-08-28
SUB-006715,ACC-103042,Starter,1,51,USD,0,Monthly,Invoice,2023-07-29,2024-05-29
SUB-006716,ACC-100934,Pro,4,304.86,USD,0,Monthly,Credit Card,2022-05-09,01-Mar-2023
SUB-006717,ACC-100934,Starter,1,$34.63,USD,25,Monthly,Credit Card,2023/03/01,
SUB-006718,ACC-102419,Pro,2,232,USD,0,Monthly,Invoice,2022-11-04,12/04/2023
SUB-006719,ACC-105490,Starter,1,52.62,USD,0,Monthly,Credit Card,2022-08-28,10/28/2022
SUB-006720,ACC-104927,Starter,3,$70.90,USD,0,Monthly,Credit Card,2025-04-13,2026-03-13
SUB-006721,ACC-100826,Starter,1,51.68,USD,0,Monthly,Invoice,2023-05-02,
SUB-006722,ACC-101521,Starter,2,€55.99,EUR,0,Monthly,Credit Card,2024-08-16,
SUB-006723,ACC-102930,Pro,5,296,USD,0,Annual,ACH,06/12/2023,
SUB-006724,ACC-104232,Pro,2,$243.46,USD,0,Monthly,,09/15/2023,2025/07/28
SUB-006725,ACC-104232,Enterprise,4,2737,USD,0,Annual,ACH,2025-07-28,
SUB-006726,ACC-100628,Enterprise,2,"2,284.39",USD,0,Monthly,ACH,20-Nov-2022,2024-03-20
SUB-006727,ACC-104430,Starter,3,$ 71,USD,0,Monthly,Credit Card,2022/11/29,12/29/2025
SUB-006728,ACC-103853,Business,4,882.98,EUR,0,Monthly,Credit Card,2024/07/30,10-Nov-2024
SUB-006729,ACC-103853,Pro,1,209.03,EUR,0,Annual,Credit Card,2024-11-10,30-Dec-2024
SUB-006730,ACC-100390,Pro,2,$242.26,USD,0,Annual,Credit Card,18-Aug-2023,2023/10/18
SUB-006731,ACC-104345,Business,4,964,EUR,0,Annual,Credit Card,08/05/2024,2025-12-21
SUB-006732,ACC-104345,Starter,6,93,EUR,0,Monthly,Credit Card,21/12/2025,
SUB-006733,ACC-105938,Business,1,$ 604,USD,0,Monthly,Credit Card,18-May-2023,
SUB-006734,ACC-103990,Business,3,792.31,USD,0,Monthly,Credit Card,08/14/2022,07/14/2024
SUB-006735,ACC-100400,Starter,3,$69.14,USD,0,Monthly,ACH,2024-03-05,03-May-2024
SUB-006736,ACC-100400,Enterprise,2,"$ 2,587",USD,0,Monthly,Credit Card,05/03/2024,05/05/2024
SUB-006737,ACC-103359,Business,4,909,EUR,0,Annual,credit card,2025-08-21,2025-11-21
SUB-006738,ACC-100046,Starter,1,$56.31,USD,0,Annual,ACH,2025-03-10,2025-06-01
SUB-006739,ACC-100046,Enterprise,2,"2,179.71",USD,0,Annual,,2025-06-01,2025-06-10
SUB-006740,ACC-105837,Starter,1,44.31,USD,0,Monthly,Credit Card,2023-08-12,2023-12-15
SUB-006741,ACC-105837,Enterprise,2,"1,884.19",USD,25,Monthly,Invoice,2023-12-15,08/12/2025
SUB-006742,ACC-105999,Starter,2,56,USD,0,Annual,Credit Card,07/09/2024,08/09/2024
SUB-006743,ACC-103726,Pro,5,$ 301,USD,5,Monthly,ACH,06/01/2023,
SUB-006744,ACC-105910,Business,1,630.24,USD,0,Annual,ACH,04-Aug-2023,
SUB-006745,ACC-102421,Business,2,673.41,GBP,0,Annual,Credit Card,2022-04-18,2024-01-12
SUB-006746,ACC-102421,Pro,1,202,GBP,0,Annual,Credit Card,2024-01-12,2024/12/18
SUB-006747,ACC-101750,Business,6,"1,088.41",USD,0,Monthly,Credit Card,2022-03-17,11/25/2022
SUB-006748,ACC-101750,Enterprise,2,"2,176.14",USD,5,Monthly,ACH,2022-11-25,2023/02/17
SUB-006749,ACC-105884,Pro,4,331,GBP,0,Annual,ACH,31-Oct-2023,21-Jan-2024
SUB-006750,ACC-105884,Business,1,656.87,GBP,0,Monthly,Credit Card,01/21/2024,2024-01-31
SUB-006751,ACC-104979,Starter,1,56,EUR,0,Monthly,Credit Card,10/03/2023,16/12/2023
SUB-006752,ACC-104979,Business,5,921.03,EUR,0,Annual,ACH,12/16/2023,2025-07-03
SUB-006753,ACC-104062,Pro,6,$324.62,USD,15,Monthly,Credit Card,06/03/2025,12/31/2025
SUB-006754,ACC-104062,Enterprise,5,"3,270.79",USD,0,Monthly,Credit Card,2025/12/31,
SUB-006755,ACC-100338,Pro,1,213,USD,0,Monthly,Credit Card,2024-06-10,2024-12-10
SUB-006756,ACC-100215,Pro,3,252.05,USD,5,Monthly,Credit Card,06/07/2023,12/07/2024
SUB-006757,ACC-103663,Enterprise,3,"$2,628.51",USD,5,Monthly,Credit Card,2025/05/27,11/27/2025
SUB-006758,ACC-101341,Starter,2,$52.28,USD,15,Monthly,Credit Card,2023/03/28,
SUB-006759,ACC-105564,Starter,2,54.14,USD,0,Monthly,Credit Card,2022-03-15,
SUB-006760,ACC-103894,Enterprise,4,"$2,630.81",USD,0,Monthly,Invoice,10-Nov-2024,
SUB-006761,ACC-103640,Starter,1,€ 54,EUR,0,Monthly,Credit Card,2023-10-27,2024-10-26
SUB-006762,ACC-103640,Pro,1,€204.47,EUR,0,Annual,Credit Card,10/26/2024,2024-10-27
SUB-006763,ACC-100329,Pro,1,228.79,USD,0,Monthly,Credit Card,30-Oct-2024,01/08/2025
SUB-006764,ACC-100329,Enterprise,1,"2,287.94",USD,0,Monthly,Credit Card,08/01/2025,08/31/2025
SUB-006765,ACC-100329,Pro,2,203.11,USD,20,Monthly,ACH,2025-08-31,
SUB-006766,ACC-103004,Pro,5,306.84,EUR,0,Monthly,,11/02/2024,
SUB-006767,ACC-105814,Pro,10,488.67,USD,0,Monthly,Credit Card,20-Mar-2023,06/20/2025
SUB-006768,ACC-103115,Pro,6,319.01,EUR,0,Annual,Invoice,2023-10-22,
SUB-006769,ACC-105887,Business,7,"1,127.98",USD,0,Annual,,2024/03/07,05/27/2024
SUB-006770,ACC-105887,Enterprise,3,"2,366.44",USD,0,Monthly,Credit Card,2024-05-27,
SUB-006771,ACC-102322,Starter,4,78.47,EUR,0,Monthly,ACH,2025-07-27,
SUB-006772,ACC-104197,Business,1,$ 680,USD,0,Monthly,Credit Card,2023-07-19,2024-03-21
SUB-006773,ACC-104197,Starter,1,$ 54,USD,0,Monthly,Credit Card,2024-03-21,19/11/2024
SUB-006774,ACC-103549,Starter,2,52.21,USD,0,Monthly,credit card,11/09/2023,
SUB-006775,ACC-101458,Starter,1,$44.83,USD,0,Monthly,Invoice,2025-03-23,
SUB-006776,ACC-100171,Pro,1,146,USD,25,Monthly,Credit Card,05/19/2023,08/19/2023
SUB-006777,ACC-104203,Pro,1,226.59,USD,0,Monthly,Credit Card,17-Nov-2022,17/12/2024
SUB-006778,ACC-105984,Starter,6,$97.36,USD,0,Monthly,Credit Card,2023-06-25,
SUB-006779,ACC-103569,Starter,3,€66.38,EUR,0,Monthly,ACH,04/02/2022,08/18/2022
SUB-006780,ACC-103569,Business,4,892.24,EUR,0,Annual,ACH,2022-08-18,2024-12-02
SUB-006781,ACC-104226,Starter,1,$ 49,USD,0,Monthly,credit card,2023-02-13,
SUB-006782,ACC-104960,Starter,1,$ 49,USD,0,Monthly,Invoice,2024-01-23,
SUB-006783,ACC-105008,Enterprise,3,"$2,505.67",USD,0,Annual,Credit Card,14-Sep-2022,01/05/2023
SUB-006784,ACC-105008,Starter,5,75.27,USD,0,Monthly,Credit Card,2023-01-05,01/14/2023
SUB-006785,ACC-100938,Starter,3,59.07,USD,0,Annual,Invoice,2022-02-13,2024-10-13
SUB-006786,ACC-100060,Enterprise,3,"$2,782.07",USD,0,Monthly,ACH,15-Jun-2023,12/15/2023
SUB-006787,ACC-101240,Pro,2,259.31,GBP,0,Monthly,ACH,15-Jan-2025,
SUB-006788,ACC-105081,Starter,3,$57.39,USD,0,Annual,Invoice,2024-05-22,
SUB-006789,ACC-102120,Starter,2,$63.85,USD,0,Monthly,Invoice,2025-02-09,
SUB-006790,ACC-101524,Starter,2,59.45,USD,0,Monthly,Credit Card,2025-04-03,06/12/2025
SUB-006791,ACC-101524,Business,1,$ 571,USD,0,Annual,Credit Card,06-Dec-2025,03/03/2026
SUB-006792,ACC-100153,Business,4,823,EUR,0,Monthly,Credit Card,2022-08-27,
SUB-006793,ACC-100481,Business,1,685.01,USD,0,Monthly,ACH,2024/12/18,
SUB-006794,ACC-104460,Starter,3,58.84,USD,0,Annual,Credit Card,19-Aug-2025,
SUB-006795,ACC-103920,Pro,1,225.76,GBP,0,Annual,Credit Card,20-Aug-2023,2026-01-01
SUB-006796,ACC-103920,Business,3,892,GBP,0,Monthly,Credit Card,2026-01-01,
SUB-006797,ACC-101762,Starter,7,99.17,USD,0,Annual,ACH,01/12/2024,2026-04-16
SUB-006798,ACC-101762,Enterprise,3,"2,525.97",USD,0,Annual,,2026-04-16,2026-05-12
SUB-006799,ACC-101762,Pro,5,244.55,USD,25,Monthly,,2026-05-12,05/12/2026
SUB-006800,ACC-100750,Starter,3,65.79,USD,0,Monthly,Credit Card,01-Jan-2023,04/01/2023
SUB-006801,ACC-101785,Business,3,€ 709,EUR,5,Annual,Invoice,08/14/2023,14/04/2025
SUB-006802,ACC-104501,Business,11,"1,703.42",USD,0,Annual,ACH,2025-07-28,2026-01-27
SUB-006803,ACC-104501,Pro,3,259.67,USD,0,Monthly,Invoice,2026/01/27,
SUB-006804,ACC-102711,Pro,2,€215.99,EUR,5,Monthly,credit card,2022-06-04,
SUB-006805,ACC-105065,Starter,1,$ 41,USD,15,Monthly,,2023-04-23,03/23/2026
SUB-006806,ACC-104193,Starter,2,51.42,USD,0,Monthly,Invoice,2023-11-03,2024-04-09
SUB-006807,ACC-104193,Pro,2,226,USD,0,Monthly,ACH,2024-04-09,03-Feb-2025
SUB-006808,ACC-101333,Business,2,645,USD,5,Annual,Credit Card,2023-11-20,2024-09-20
SUB-006809,ACC-105413,Starter,7,95.52,USD,0,Monthly,Credit Card,2022-12-19,2024-06-29
SUB-006810,ACC-105413,Business,5,1084,USD,0,Monthly,credit card,2024-06-29,
SUB-006811,ACC-102854,Pro,1,$ 222,USD,0,Monthly,,2022-01-19,
SUB-006812,ACC-100186,Starter,2,53,GBP,0,Monthly,Credit Card,03-Mar-2022,
SUB-006813,ACC-101136,Pro,1,210.08,USD,0,Monthly,Invoice,2025-06-04,
SUB-006814,ACC-102058,Starter,3,50,USD,15,Monthly,Credit Card,07/18/2025,03-Jan-2026
SUB-006815,ACC-102058,Enterprise,3,"$ 2,967",USD,0,Monthly,Credit Card,2026-01-03,
SUB-006816,ACC-105094,Business,3,$ 849,USD,0,Monthly,Credit Card,2024-03-07,
SUB-006817,ACC-100148,Pro,2,221.42,EUR,0,Monthly,ACH,2022-12-04,2025-06-14
SUB-006818,ACC-100148,Starter,4,64.80,EUR,0,Monthly,credit card,14-Jun-2025,
SUB-006819,ACC-104124,Pro,3,205.76,USD,15,Monthly,Credit Card,2024-03-29,
SUB-006820,ACC-103363,Pro,2,212,USD,0,Annual,Invoice,2024-09-09,28/01/2025
SUB-006821,ACC-103363,Starter,1,$41.18,USD,20,Annual,Credit Card,2025-01-28,09/07/2025
SUB-006822,ACC-104788,Starter,2,$59.15,USD,0,Monthly,Credit Card,,2025-10-22
SUB-006823,ACC-102866,Starter,3,60.99,USD,0,Monthly,Credit Card,2025-04-07,
SUB-006824,ACC-103776,Business,1,€ 572,EUR,0,Monthly,ACH,09/26/2023,
SUB-006825,ACC-101386,Starter,1,44.30,USD,0,Monthly,ACH,08/05/2023,03/30/2025
SUB-006826,ACC-101386,Enterprise,3,"$2,571.15",USD,0,Monthly,Credit Card,30-Mar-2025,
SUB-006827,ACC-105753,Starter,3,$ 63,USD,0,Monthly,Credit Card,01/19/2024,2025-03-19
SUB-006828,ACC-105031,Business,3,824.43,USD,0,Annual,Credit Card,31/07/2024,2025/05/19
SUB-006829,ACC-105031,Starter,1,$49.90,USD,0,Annual,Credit Card,05/19/2025,
SUB-006830,ACC-103629,Enterprise,2,"$1,788.88",USD,25,Monthly,Credit Card,2023-06-08,
SUB-006831,ACC-105475,Starter,5,$ 78,USD,0,Monthly,Credit Card,2025-04-22,
SUB-006832,ACC-104797,Starter,4,71.27,USD,5,Annual,Credit Card,23/11/2023,2023-12-23
SUB-006833,ACC-103028,Pro,1,198.86,USD,0,Monthly,ACH,30-Oct-2024,2026-02-24
SUB-006834,ACC-103028,Starter,3,$ 72,USD,0,Monthly,Credit Card,2026-02-24,04/07/2026
SUB-006835,ACC-103028,Enterprise,1,"2,161.21",USD,0,Monthly,Credit Card,07/04/2026,2026-05-30
SUB-006836,ACC-102969,Starter,3,€65.13,EUR,0,Monthly,Invoice,2023-03-24,
SUB-006837,ACC-105282,Starter,1,€48.86,EUR,0,Annual,Credit Card,2024-04-05,
SUB-006838,ACC-101708,Starter,4,€ 76,EUR,0,Monthly,Credit Card,2023-05-04,2023-07-09
SUB-006839,ACC-101708,Pro,2,€206.79,EUR,0,Monthly,Credit Card,09-Jul-2023,2024-03-04
SUB-006840,ACC-102953,Pro,1,164.12,USD,15,Annual,Credit Card,2023-11-15,
SUB-006841,ACC-100454,Starter,4,80,USD,0,Monthly,Credit Card,25/08/2023,2025-11-25
SUB-006842,ACC-100609,Starter,2,57,EUR,0,Annual,Credit Card,2022/06/21,2025-03-21
SUB-006843,ACC-104263,Pro,3,285,USD,0,Annual,Credit Card,2023-11-24,07/24/2025
SUB-006844,ACC-105153,Pro,2,259.48,GBP,0,Monthly,Credit Card,2024-02-14,2026-05-13
SUB-006845,ACC-105153,Business,2,£772.56,GBP,0,Annual,Credit Card,05/13/2026,
SUB-006846,ACC-102074,Business,3,$ 783,USD,0,Monthly,Credit Card,09/04/2022,10/04/2023
SUB-006847,ACC-104052,Pro,3,293.47,USD,0,Monthly,Invoice,16/08/2025,
SUB-006848,ACC-104949,Pro,2,211.34,USD,0,Annual,Credit Card,2024-12-26,
SUB-006849,ACC-101622,Starter,1,45.26,USD,0,Monthly,Credit Card,2022-05-24,2024-09-24
SUB-006850,ACC-104683,Pro,1,179.95,USD,20,Monthly,Credit Card,2023-01-10,2025-06-10
SUB-006851,ACC-105327,Business,5,966,USD,5,Monthly,ACH,2022-11-09,2022-12-27
SUB-006852,ACC-105327,Enterprise,1,"1,648.22",USD,10,Monthly,Credit Card,27-Dec-2022,2023-05-09
SUB-006853,ACC-100040,Enterprise,2,"$2,596.75",USD,0,Monthly,Credit Card,2024-12-31,
SUB-006854,ACC-102089,Pro,2,262,USD,0,Annual,ACH,2023-12-09,08/11/2024
SUB-006855,ACC-102089,Enterprise,1,"2,185.26",USD,0,Monthly,Credit Card,11/08/2024,2025-05-18
SUB-006856,ACC-102089,Starter,2,48.56,USD,20,Monthly,Credit Card,05/18/2025,
SUB-006857,ACC-103924,Business,1,498,USD,10,Annual,Credit Card,2025-04-29,
