account_id,company_name,industry,country,company_size_employees,plan_tier,acquisition_channel,sales_rep_id,signup_date,churn_date,is_trial_converted
ACC-100329,Herman-Walker,Consulting,United States,37.0,pro,Organic Search,,2024/10/30,,True
ACC-104227,"Brown, Brooks and Jackson",,US,159.0,Business,Organic Search,,2022-07-02,,True
ACC-102621,  Hall-Matthews  ,Education,Brazil,243.0,Business,Partner,,07/28/2025,,True
ACC-100077,Yu Inc,Consulting,Netherlands,18.0,Pro,Paid Ads,,07/11/2024,2025-10-07,True
ACC-102898,Murphy Inc,Education,United States,16.0,Pro,Sales-Led,REP-036,2022-04-27,27-Nov-2023,True
ACC-104820,"Copeland, Jones and Salazar",Logistics,United Kingdom,74.0,Business,Organic Search,,08/06/2024,06/09/2024,True
ACC-101314,"Phelps, York and Randolph",Real Estate,Netherlands,,Starter,Sales-Led,REP-009,2023-10-01,2025-03-01,True
ACC-105306,Hood and Sons,Manufacturing,Brazil,29.0,pro,Partner,,27-Aug-2023,2024-12-27,True
ACC-100872,Kramer-Shannon,SaaS,Spain,3.0,Starter,Sales-Led,REP-035,2024-02-29,2024/10/29,True
ACC-103850,Hill-Barker,Consulting,United States,5.0,Starter,Partner,,2023/03/17,17-Oct-2023,True
ACC-105822,Brown Group,Education,Japan,13.0,Starter,Organic Search,,05/05/2023,05-Dec-2023,False
ACC-102965,"Smith, Cohen and Williams",Healthcare,Netherlands,2.0,Starter,Organic Search,,03/03/2025,,True
ACC-103391,Combs-Miller,Logistics,United states ,23.0,Starter,Sales-Led,REP-028,2022-09-30,11/30/2022,True
ACC-102560,Neal-Holden,FinTech,United States,26.0,Pro,Content/SEO,,03/06/2023,,False
ACC-105964,"  Lewis, Phillips and Anderson  ",Consulting,United States,4.0,Starter,Partner,,05/23/2024,,False
ACC-102635,Brown-Hughes,Healthcare,France,15.0,Pro,Paid Ads,,2024-10-05,,True
ACC-103530,Mccoy and Sons,Media,India,264.0,Business,,,15/12/2022,2025-11-15,True
ACC-100375,"Pugh, Henderson and Moon",Manufacturing,,17.0,Starter,Partner,,07/01/2024,,True
ACC-101908,Burns Inc,Media,France,1374.0,Enterprise,Partner,REP-029,2023-08-18,,True
ACC-104429,Kramer Group,Education,United States,333.0,Enterprise,Content/SEO,,2024/06/19,,True
ACC-105257,Stein Ltd,Manufacturing,USA,8.0,Starter,Referral,,2024-03-12,2024-10-12,False
ACC-105663,Henderson-Diaz,Education,Germany,5.0,Starter,Content/SEO,,2024-06-24,2024-07-24,False
ACC-104027,"Craig, Nguyen and Ellis",Manufacturing,Germany,125.0,Business,Sales-Led,REP-013,2023-01-12,12-Mar-2024,True
ACC-101604,AYALA-ANDERSON,Media,Germany,,Starter,Sales-Led,REP-014,2023-12-24,01/24/2025,True
ACC-101118,Rogers LLC,,U.S.A.,83.0,Business,Paid Ads,,03/08/2024,,True
ACC-103677,Fletcher-Robertson,,United Kingdom,106.0,Pro,Referral,,2025-06-26,,True
ACC-103490,"Martinez, Jones and Wright LLC",Media,India,9.0,Starter,Paid Ads,,2025-03-31,,True
ACC-105922,Parker Inc!,Consulting,united kingdom,878.0,Enterprise,Content/SEO,REP-024,03/14/2023,,True
ACC-102958,Moyer-Bird,Logistics,United Kingdom,1558.0,Enterprise,Organic Search,REP-013,2023-08-26,,True
ACC-101994,Castro and Sons,SaaS,France,91.0,Business,Organic Search,,2025-02-02,,True
ACC-105179,Nichols LLC,Real Estate,India,9.0,Starter,Paid Ads,,2023-04-10,,False
ACC-105281,Giles-Mcdaniel,FinTech,Germany,6.0,Starter,Paid Ads,,2025-03-08,,False
ACC-102376,Lloyd-Estes,saas,France,13.0,Pro,Content/SEO,,2024-09-12,,True
ACC-101342,Williams-Juarez,Education,India,14.0,Starter,Sales-Led,REP-018,2024-12-23,,True
ACC-100320,Coffey-Phillips,,Canada,18.0,Starter,Partner,,2022-11-03,,True
ACC-101619,  Cooper Inc  ,Real Estate,Japan,10.0,Starter,Partner,,2023-05-04,,True
ACC-103713,ORTEGA-MURPHY,Media,US,118.0,Business,Paid Ads,,2024-12-26,,True
ACC-102060,"Singh, Walker and Moody",FinTech,Spain,8.0,Starter,Content/SEO,,2022-11-25,2023-08-25,True
ACC-102219,King Group,SaaS,Australia,59.0,Business,Organic Search,,2022-08-26,,True
ACC-101673,"Williams, Hughes and Hubbard",E-commerce,United Kingdom,122.0,Business,Referral,,2024-08-20,,True
ACC-100260,Wolf-Harris,SaaS,United Kingdom,21.0,Starter,Sales-Led,REP-019,2023-04-23,2023-05-23,True
ACC-105368,Thompson-Anderson,Media,Japan,,Enterprise,,REP-012,2024-09-11,2025-04-11,True
ACC-102039,Brown-Davidson,Education,Germany,38.0,Starter,Partner,,07/27/2023,2023-11-27,True
ACC-104785,"Kelley, Valenzuela and Harmon",Manufacturing,India,15.0,Starter,Referral,,18-May-2022,,True
ACC-100901,"Griffith, Mitchell and Pugh",Media,USA,8.0,Starter,Paid Ads,,2024-11-25,2026-03-25,True
ACC-103744,"Powell, Monroe and Caldwell",Consulting,United States,1194.0,Enterprise,Paid Ads,REP-024,29-Aug-2022,,True
ACC-102026,"Mann, Wade and Spence",,Canada,3.0,Starter,,,14-Sep-2024,,True
ACC-104234,Romero Group,FinTech,Singapore,281.0,Enterprise,Paid Ads,REP-034,2025-03-18,,True
ACC-101917,Haynes and Sons,Consulting,United states ,5.0,Starter,Organic Search,,2022/10/28,2023-09-28,True
ACC-101828,"Davis, Kennedy and Harmon",Real Estate,USA,9.0,Starter,Organic Search,,2025-05-24,,True
ACC-101573,Pierce PLC,Media,United States,,Pro,Sales-Led,REP-039,31-May-2024,08/31/2025,False
ACC-104415,Harvey Group,Healthcare,Spain,30.0,Pro,Partner,,06/26/2025,,True
ACC-104749,  Cole PLC  ,e-commerce,Netherlands,-7.0,Starter,Referral,,31-Jul-2024,,True
ACC-105335,Smith-Flores,SaaS,Great Britain,4.0,Starter,Content/SEO,,2025/08/29,,True
ACC-104654,"Palmer, Edwards and Bullock",E-commerce,Canada,82.0,Business,Partner,,2022-07-01,,True
ACC-104208,Padilla-Bender,SaaS,Spain,8.0,Starter,Sales-Led,REP-031,2022/08/28,2023-09-28,True
ACC-104627,Solis-Lopez,Real Estate,Australia,21.0,Pro,Sales-Led,REP-003,2022/02/02,2023-10-02,True
ACC-100224,Jones-Soto,Manufacturing,Netherlands,50.0,Pro,Organic Search,,2023-07-04,,False
ACC-100723,Mann Inc,Healthcare,Japan,,Starter,Referral,,2023-12-01,2024-09-01,True
ACC-105457,Davis-Ponce,Healthcare,India,62.0,Pro,Paid Ads,,2023-07-14,,False
ACC-101141,Thomas-Huffman,E-commerce,Canada,10.0,Starter,Organic Search,,2023/06/11,2025-12-11,True
ACC-102762,"Booth, Rodriguez and Armstrong",fintech,United states ,15.0,Pro,Partner,,09-Sep-2024,,True
ACC-100846,"Alexander, Robinson and Coleman",Healthcare,united states,37.0,Pro,Organic Search,,2023-04-17,,True
ACC-104289,Juarez Group,Media,United States,472.0,Enterprise,Referral,,2023-12-21,,True
ACC-105042,"Stephens, Jones and Ryan",Real Estate,united states,128.0,Business,Partner,,2023-05-18,,False
ACC-102551,Anderson PLC,SaaS,Germany,20.0,Pro,Sales-Led,REP-011,06/07/2022,2024-04-06,True
ACC-102928,Bartlett Ltd,Education,United States,3.0,Starter,Referral,,24/03/2024,,True
ACC-100117,Rasmussen LLC,fintech,United States,19.0,Pro,Referral,,2024-02-01,01-Dec-2025,True
ACC-100645,"Carrillo, Vaughn and Fowler",Real Estate,Australia,123.0,Pro,Partner,,01/15/2023,,False
ACC-100003,Davis and Sons,Logistics,UK,545.0,Enterprise,Paid Ads,REP-020,2025-01-31,,True
ACC-104170,Bell-Shaffer,Logistics,Canada,120.0,pro,Organic Search,,06/30/2022,2022/07/30,True
ACC-100467,Wilkerson-Arias.,Manufacturing,United States,5.0,Starter,Content/SEO,,2024-12-08,,True
ACC-100005,"Gardner, Robinson and Lawrence",Logistics,Canada,269.0,Business,Partner,,2023-07-05,05/04/2025,True
ACC-100919,Collins Group,FinTech,united states,7.0,Starter,Content/SEO,,04/06/2022,,False
ACC-102595,Wells-Perkins,Logistics,Sweden,696.0,Enterprise,Content/SEO,REP-030,2024-04-06,,True
ACC-104324,Archer and Sons,FinTech,France,39.0,Pro,Sales-Led,REP-030,12/01/2023,,True
ACC-101063,Armstrong-Young,,Canada,8.0,Starter,Paid Ads,,03-Oct-2023,2025-02-03,True
ACC-102590,"  Blackwell, Clark and Miller  ",E-commerce,Singapore,96.0,Pro,Referral,,31/08/2023,,True
ACC-100242,Gonzales-Harrison.,Real Estate,US,20.0,Starter,Content/SEO,,07/29/2022,,True
ACC-105288,Martinez Inc,Healthcare,Canada,20.0,Pro,Content/SEO,,2024-08-21,,True
ACC-101160,Clark Inc,Real Estate,Spain,181.0,Business,Sales-Led,REP-018,30-Oct-2022,2023-12-30,False
ACC-102870,Sheppard Inc,Education,France,314.0,Business,Organic Search,,2023-07-10,10-Dec-2024,True
ACC-103735,Salazar Ltd,Media,Australia,723.0,Enterprise,Paid Ads,REP-028,20-Nov-2023,,True
ACC-102397,"  Whitney, Lloyd and Liu  ",Real Estate,United States,9.0,Starter,Sales-Led,REP-019,2023-05-21,2026-04-21,True
ACC-103517,Anderson Inc,E-commerce,Brazil,80.0,Pro,Paid Ads,,2022-06-04,2025-09-04,True
ACC-103421,"Warren, Palmer and Thompson",Education,United States,42.0,Pro,Sales-Led,REP-006,2025-07-21,,True
ACC-102563,Garcia Inc,Healthcare,India,9.0,Starter,,,2025-08-10,,True
ACC-101605,Castillo and Sons,FinTech,India,,Pro,Partner,,2023-03-14,01/14/2024,True
ACC-105869,Cross-Wade,FinTech,Sweden,10.0,Starter,Paid Ads,,03/06/2025,,True
ACC-102324,Mack Inc,SaaS,Brazil,8.0,Starter,Paid Ads,,,12/02/2025,True
ACC-102709,Parker Ltd,,US,,Business,Content/SEO,,07-Jun-2023,,True
ACC-105341,"Cook, Young and Leon",FinTech,India,5.0,Starter,Referral,,25/08/2024,11/25/2024,False
ACC-101312,"Thomas, White and Jensen",Healthcare,,40.0,Pro,Content/SEO,,12/16/2022,,True
ACC-103448,Carroll-Lin,SaaS,United Kingdom,114.0,Business,Content/SEO,,2025-04-12,12-Aug-2025,True
ACC-103812,Simmons LLC,Education,,1047.0,Enterprise,Partner,REP-036,2025-07-03,,True
ACC-105661,Mccormick-Baker LLC,Education,Canada,23.0,Pro,Organic Search,,2024-06-09,2025-08-09,True
ACC-102362,Moyer-Whitaker,Manufacturing,Canada,59.0,Business,Sales-Led,REP-003,06-Jan-2025,2025-04-06,True
ACC-101975,Schmidt-Mendoza,Real Estate,Canada,10.0,Starter,,,02/02/2022,2022-05-02,True
ACC-103514,"Randolph, Mitchell and Ritter",Consulting,Australia,925.0,Enterprise,Organic Search,REP-035,2025-05-18,,True
ACC-101761,"Flores, Thomas and Bush",,U.S.A.,13.0,Starter,Content/SEO,,2024-12-12,2025-10-12,False
ACC-102739,Taylor-Harrison,Real Estate,Great Britain,53.0,Business,Paid Ads,,2025-05-17,,True
ACC-105668,Scott-Sullivan,Consulting,United States,140.0,Business,Content/SEO,,2022-08-11,2023-11-11,True
ACC-102472,Avery-Adams,Real Estate,United States,,Business,Referral,,2025-05-23,,True
ACC-104007,Mcdonald-Murray,Real Estate,,,Business,Sales-Led,REP-007,2023-11-29,,False
ACC-104718,Chavez-Carter,Media,United States,99.0,Pro,Partner,,07/29/2025,,True
ACC-101493,"Fields, Elliott and Mills",Education,Canada,8.0,Starter,Referral,,2023-08-29,2023-09-29,True
ACC-104206,"Hill, King and Mosley",Manufacturing,Germany,101.0,Pro,Content/SEO,,2024-04-27,,True
ACC-102158,Watkins-Lozano,SaaS,Brazil,203.0,Business,Sales-Led,REP-028,2023-03-13,,True
ACC-101169,Bates LLC,Real Estate,Netherlands,35.0,Pro,Paid Ads,,2024-04-28,,True
ACC-105494,"Martin, Hall and Simpson",,U.K.,84.0,Pro,Organic Search,,2022-11-30,05/30/2026,False
ACC-100232,"Clark, Guerrero and Moore",Consulting,United States,30.0,Pro,Paid Ads,,2022-02-25,2025-04-25,True
ACC-100066,Williams PLC,Education,Japan,19.0,Pro,Paid Ads,,2022-03-24,2026-01-24,True
ACC-101603,Baker-Ross,Healthcare,Spain,19.0,Pro,Organic Search,,2025-05-22,,False
ACC-103283,Salazar-Long,FinTech,Canada,57.0,Pro,Content/SEO,,2024-03-24,,True
ACC-103596,"Medina, Lee and Freeman",Manufacturing,,404.0,Enterprise,Content/SEO,REP-012,2024-06-30,,False
ACC-104632,Woods Inc,FinTech,Netherlands,118.0,Business,Organic Search,,2022/02/19,,True
ACC-100125,  Smith-Frost  ,Consulting,India,20.0,Pro,Paid Ads,,2022-01-15,,True
ACC-101296,Russell-Hayes,SaaS,United Kingdom,84.0,Business,Content/SEO,,11/01/2024,,True
ACC-101976,"Nicholson, Chavez and Allen",Logistics,India,75.0,Business,Referral,,2024-09-01,,False
ACC-105495,Jackson PLC,Real Estate,,33.0,Pro,Paid Ads,,2022-02-02,2022-11-02,True
ACC-105452,Turner Group,Media,Germany,9.0,Pro,Partner,,2023-09-01,,True
ACC-102075,Stephens LLC,E-commerce,Spain,38.0,Pro,Organic Search,,2023-07-11,2025-07-11,True
ACC-104580,Wolfe LLC,FinTech,USA,16.0,Pro,Organic Search,,2024-04-23,2024/10/23,True
ACC-103086,Hayden Ltd,Manufacturing,France,145.0,Pro,Content/SEO,,12/23/2024,,True
ACC-105271,"  Ho, Wilson and Mendoza  ",Logistics,Australia,24.0,Pro,Organic Search,,04/02/2024,,False
ACC-103345,"Scott, Tucker and Diaz",Logistics,Australia,7.0,Starter,Paid Ads,,07-Aug-2022,07/04/2026,True
ACC-105432,Taylor-Bean,Manufacturing,US,1.0,Starter,Partner,,23-Nov-2022,05/23/2025,True
ACC-102797,Patterson-Huynh,E-commerce,United states ,14.0,Starter,Sales-Led,REP-040,2025/02/10,2026-04-10,True
ACC-100918,"Walters, Davenport and Becker",,united states,119.0,Pro,Sales-Led,REP-019,2022-07-12,12-Jun-2023,True
ACC-101646,"Mcbride, Huffman and Parker",Manufacturing,Germany,2.0,Starter,Sales-Led,REP-002,2023-12-02,01/02/2025,False
ACC-105122,Maxwell-Cortez,E-commerce,United Kingdom,55.0,Pro,Referral,,2022-05-25,,True
ACC-105126,Monroe PLC,FinTech,India,73.0,Business,Organic Search,,01/27/2024,,True
ACC-104978,Pacheco-Todd,Education,United Kingdom,17.0,Starter,Referral,,10/13/2022,2026-05-13,True
ACC-104621,Harris LLC!,FinTech,India,47.0,Pro,Sales-Led,REP-036,21/01/2025,,True
ACC-100364,"Phillips, Wagner and Jordan",Logistics,Great Britain,,Enterprise,Referral,REP-019,2025-01-09,,True
ACC-103287,Taylor LLC,Manufacturing,Brazil,46.0,Pro,Partner,,2023-01-27,,True
ACC-102125,Morgan PLC,Logistics,Canada,14.0,Starter,Content/SEO,,2023-11-06,01/06/2024,True
ACC-104123,Jones-Richmond,Logistics,France,11.0,Pro,Partner,,2024/10/25,,True
ACC-104569,Watts-Travis,Logistics,United Kingdom,,Starter,Referral,,2022-04-26,2022-05-26,True
ACC-100525,Hayes Ltd,Education,United States,9.0,Starter,Partner,,27-Jul-2023,2023-09-27,False
ACC-104821,Brown PLC,Consulting,USA,764.0,Enterprise,Sales-Led,REP-010,2022-08-05,,True
ACC-100055,Jones-Young,E-commerce,United Kingdom,22.0,Starter,Organic Search,,03/11/2024,,True
ACC-100638,Holden Group,,Singapore,6.0,Starter,Referral,,28-Aug-2023,,True
ACC-100302,Santana-Byrd,Manufacturing,United Kingdom,68.0,Pro,Paid Ads,,23/04/2025,,True
ACC-102766,Davis Ltd,Real Estate,United States,71.0,Pro,Content/SEO,,2022-02-28,28-Oct-2023,True
ACC-101276,  Walker-Lewis  ,Consulting,Australia,16.0,Pro,Sales-Led,REP-009,2023-12-22,,False
ACC-104720,  Ortiz and Sons  ,Education,Spain,131.0,Business,Partner,,2022-05-14,2026-01-14,True
ACC-102055,Davis-Ortiz,Education,United States,207.0,Business,Partner,,09/18/2023,,True
ACC-105145,"WILLIAMS, RICHARDSON AND SMITH",E-commerce,United States,,Starter,Partner,,2023-02-24,24/08/2024,True
ACC-104432,Davis Group,Healthcare,US,187.0,Business,Content/SEO,,15/08/2024,,True
ACC-103644,  Case Inc  ,SaaS,United States,30.0,Pro,Partner,,2024-12-20,,True
ACC-104143,Marquez Group,Consulting,United States,19.0,Pro,Paid Ads,,09/27/2022,12/27/2025,False
ACC-102878,Turner PLC,Real Estate,Netherlands,1189.0,Enterprise,,REP-021,04/28/2024,,True
ACC-104202,Garza-Brown,Logistics,Brazil,49.0,Pro,Referral,,2022-02-11,01/11/2025,True
ACC-105175,"Armstrong, Bennett and Deleon",Healthcare,UK,11.0,Starter,Organic Search,,2024-01-08,,True
ACC-102286,Brady LLC,Consulting,Canada,38.0,Pro,,,2023/06/30,,True
ACC-102261,Fitzgerald-Scott,,Canada,26.0,Starter,Referral,,2024-11-19,,True
ACC-105240,Espinoza-Jackson,Education,U.K.,30.0,Pro,Sales-Led,REP-015,08/25/2022,,True
ACC-102296,"Castillo, Fuller and Adams",E-commerce,united states,31.0,Starter,Content/SEO,,2022-09-10,2023-01-10,True
ACC-101753,"Charles, Wiggins and Cook",FinTech,United States,21.0,Pro,Partner,,14-Jun-2025,,True
ACC-105197,Clayton-Merritt,Logistics,United Kingdom,999999.0,Pro,Content/SEO,,2024-08-03,,False
ACC-101968,Atkins-Robinson,E-commerce,Spain,6.0,Starter,Sales-Led,REP-013,05/17/2022,,True
ACC-105277,Walker LLC,SaaS,United Kingdom,151.0,Business,,,17-Jun-2023,17-Sep-2024,True
ACC-103117,Benjamin-Porter,Education,Canada,58.0,Pro,Referral,,2023-06-23,,True
ACC-102393,"Acevedo, Miller and Edwards",SaaS,Spain,27.0,Pro,Partner,,27-Dec-2023,2024-02-27,True
ACC-100523,"Griffin, Davies and Mitchell",Logistics,Australia,,Pro,Partner,,16-Nov-2023,2024-07-16,True
ACC-103900,"Davidson, Lara and Massey",Healthcare,Germany,15.0,starter,Partner,,04/16/2022,08/16/2023,False
ACC-105673,"Frederick, Coleman and Foley",Education,Germany,34.0,Starter,Referral,,2024-05-13,,True
ACC-104699,Smith-Romero,Logistics,United States,8.0,Pro,Sales-Led,REP-001,01/01/2025,,True
ACC-105364,Mccarthy-Dixon,Media,Australia,6.0,Starter,Sales-Led,REP-028,2025-08-05,,True
ACC-103122,Matthews Group,Real Estate,United States,56.0,Pro,Sales-Led,REP-022,2024-08-03,,True
ACC-104156,"White, Mccoy and Murphy",Logistics,Canada,3.0,Starter,Content/SEO,,22/03/2022,,True
ACC-101969,Hood-Ramirez,Consulting,United States,77.0,Pro,Partner,,08/02/2025,,True
ACC-100671,Avila LLC,media,India,21.0,Pro,Partner,,2025-08-13,13-Jan-2026,True
ACC-104188,"Lee, Lopez and Stone",E-commerce,united states,9.0,Starter,Content/SEO,,2023/12/18,18-Jun-2025,True
ACC-100666,"Stuart, Brooks and Vance",,Singapore,3.0,Starter,Sales-Led,REP-031,02/13/2024,,True
ACC-105263,Navarro-Henry,FinTech,France,3.0,Starter,Content/SEO,,09/25/2022,03/25/2025,True
ACC-101887,Mendez Inc,SaaS,U.K.,2.0,Starter,Partner,,2023-11-01,,True
ACC-103266,  Hoffman Group  ,Logistics,India,6.0,Starter,Partner,,2024-11-11,,True
ACC-100280,Garner-Thornton,FinTech,United states ,37.0,Pro,Paid Ads,,2025-07-02,,True
ACC-101719,"Daniel, Jimenez and Morton",E-commerce,Brazil,63.0,Business,Content/SEO,,02/01/2025,,True
ACC-102947,Rice and Sons,Education,United States,170.0,Business,Content/SEO,,2024-02-08,,True
ACC-104455,Elliott-Zamora,,India,,Starter,Paid Ads,,2022-10-02,2025/03/02,True
ACC-100899,Wright Ltd,Education,Canada,,Pro,Organic Search,,2022-12-14,2023-04-14,False
ACC-105900,"Rogers, Gilbert and Mcclain",Education,United Kingdom,,Starter,Partner,,2022-12-28,,True
ACC-100760,Moore-Dawson,Manufacturing,Netherlands,-266.0,Business,Organic Search,,2025-03-25,,True
ACC-101906,Moss-Taylor,,United Kingdom,159.0,Business,Sales-Led,REP-026,2024-07-21,2025-04-21,True
ACC-104042,"Ramsey, Martinez and Sherman",FinTech,United States,29.0,Pro,Organic Search,,2022-09-28,28-Oct-2024,True
ACC-103823,"Watson, Wells and Rogers Inc.",healthcare,Germany,5.0,Starter,Partner,,24/02/2025,,True
ACC-104138,Copeland-Richmond,Media,Germany,16.0,Starter,Paid Ads,,29-Oct-2024,,True
ACC-103818,Martin and Sons,Consulting,Canada,3.0,Starter,Content/SEO,,,2022-08-28,False
ACC-104300,Peterson LLC,E-commerce,Australia,30.0,Starter,Partner,,09-Jan-2025,,True
ACC-102593,"Brooks, Stone and White",,Spain,8.0,Starter,Referral,,30/11/2022,,True
ACC-104164,Kirk Inc,FinTech,united states,1.0,Starter,Content/SEO,,2022/07/06,,True
ACC-103031,White-Lopez,Real Estate,United States,29.0,Pro,Content/SEO,,2022-09-24,2025-04-24,True
ACC-103579,Quinn Ltd,Education,United Kingdom,,Starter,Partner,,2025/01/13,13-Jun-2025,True
ACC-102832,Padilla-Bennett,Manufacturing,United Kingdom,,Business,Content/SEO,,02-Sep-2024,,True
ACC-103472,Johnson PLC,SaaS,Germany,9.0,Pro,Referral,,2022-08-03,,False
ACC-100137,"Jackson, Miller and Robertson",SaaS,United States,5.0,Starter,Sales-Led,REP-029,09/19/2024,2026-03-19,True
ACC-104892,Gay and Sons,FinTech,Canada,7.0,Starter,Content/SEO,,2022-11-30,2025-09-30,True
ACC-102180,Burton PLC,E-commerce,Brazil,15.0,Business,Referral,,03-Oct-2022,,True
ACC-102128,"Nelson, Clarke and Schneider",Healthcare,USA,7.0,Starter,Partner,,2022-07-18,,True
ACC-103177,"Jensen, Morris and Downs",Logistics,United States,103.0,Business,Content/SEO,,2023-12-30,,False
ACC-104854,"Manning, Hill and Myers",E-commerce,United States,84.0,Business,Organic Search,,2024-11-01,,False
ACC-104637,"BARBER, BROOKS AND COLE",FinTech,United States,347.0,Enterprise,Organic Search,REP-027,2024-11-29,,True
ACC-105115,Stephens PLC.,Real Estate,Netherlands,11.0,Starter,Sales-Led,REP-026,2022-01-05,2026-02-05,True
ACC-105298,Woodard Group,Healthcare,Netherlands,6.0,starter,Sales-Led,REP-032,12/06/2022,2025-01-12,False
ACC-104261,Colon Ltd,,India,14.0,starter,Content/SEO,,02/07/2024,06/07/2024,True
ACC-104344,Buchanan Inc,Consulting,Spain,12.0,Starter,,,2025-02-26,,True
ACC-101331,Hess PLC,Education,Germany,1328.0,Enterprise,Sales-Led,REP-020,24/10/2024,2026-02-24,True
ACC-102017,Mccormick and Sons,Manufacturing,United States,89.0,Business,Partner,,2023-11-26,2026-05-26,False
ACC-104542,Pham Inc,Education,Japan,36.0,Pro,Paid Ads,,2023-09-02,2025-07-02,True
ACC-102482,"Hayes, Smith and Marshall",Logistics,United States,572.0,Business,Referral,,22/07/2022,,False
ACC-101358,Cortez-Olson,Real Estate,Germany,3.0,Starter,Content/SEO,,06/22/2024,10/22/2024,True
ACC-101329,"Gonzalez, Gross and Sims",Consulting,United States,107.0,Business,Referral,,02/25/2022,,True
ACC-105998,Reyes Ltd,E-commerce,France,7.0,Starter,Paid Ads,,2024-03-25,,True
ACC-102150,"Brown, Baker and Garza",Media,United States,11.0,Starter,Referral,,2022-04-02,2022-11-02,True
ACC-104530,Conrad-Clay,Manufacturing,Canada,102.0,Pro,Partner,,23/09/2022,,True
ACC-102122,Wilson Group,Healthcare,France,10.0,Starter,Content/SEO,,10/07/2022,2026-05-07,True
ACC-104673,Edwards-Taylor,Real Estate,Japan,4.0,Starter,Paid Ads,,2023-05-22,,False
ACC-103981,"Gomez, Mcgee and Cole",e-commerce,United States,24.0,Pro,Content/SEO,,2024-04-09,,True
ACC-101252,Vega-Thomas,FinTech,United States,16.0,Starter,Sales-Led,REP-039,2022-04-27,2023/10/27,True
ACC-103278,Johnson-Ferguson,Logistics,India,108.0,Business,Sales-Led,REP-017,2022-08-17,,True
ACC-103374,Orozco LLC,Consulting,United Kingdom,19.0,Pro,Referral,,2025-08-07,,True
ACC-102814,"Paul, Hardy and Valdez LLC",,United Kingdom,9.0,Starter,Paid Ads,,2024-02-23,,True
ACC-104719,Ramirez-Moon,,Brazil,172.0,Business,Organic Search,,2023-12-02,,True
ACC-101848,Larson and Sons,Consulting,France,95.0,Business,Referral,,2022-03-11,,True
ACC-104858,"Payne, Ryan and Campos",Healthcare,Canada,70.0,Pro,Sales-Led,REP-024,2024-04-29,,True
ACC-103037,Ramsey and Sons,Manufacturing,Canada,20.0,Starter,Partner,,2022/08/01,2026-03-01,True
ACC-100388,Bennett Group,FinTech,United States,,Starter,Sales-Led,REP-037,2023-02-08,,True
ACC-100235,"Harrison, Johnson and Roberts",Manufacturing,Brazil,295.0,Business,Partner,,28/05/2025,,True
ACC-101077,Hernandez PLC,Logistics,United Kingdom,,Business,Partner,,18-Nov-2024,,False
ACC-101984,Clarke LLC,Media,India,41.0,Pro,Organic Search,,16/01/2024,,True
ACC-104363,Jones-Taylor,Manufacturing,Germany,14.0,Pro,Content/SEO,,2024-10-22,,True
ACC-103962,Murphy Group,Consulting,United States,56.0,Pro,Partner,,2025-04-22,2026-05-22,False
ACC-100770,Armstrong and Sons,SaaS,France,7.0,Starter,Partner,,2024-04-15,,True
ACC-102165,Stokes Inc,Consulting,Germany,1218.0,Business,Paid Ads,,2023/04/20,2026-03-20,True
ACC-104533,Thompson-Rodriguez!,Real Estate,USA,265.0,Business,Sales-Led,REP-017,2025-08-12,,False
ACC-100673,"GRAY, HALL AND MURRAY",Manufacturing,United States,8.0,Starter,Content/SEO,,09/29/2024,,True
ACC-100249,Ruiz Ltd,Healthcare,United States,70.0,Pro,Content/SEO,,2025-02-15,06/15/2025,True
ACC-101574,Sandoval-Ferguson,,United States,4.0,Starter,Sales-Led,REP-035,2022-10-27,27/08/2023,True
ACC-103419,"Ellis, Smith and Moore",Logistics,United States,6.0,Starter,Referral,,07/15/2024,2024-05-30,True
ACC-102081,Moore and Sons,E-commerce,United States,17.0,Starter,Content/SEO,,2024-09-15,,True
ACC-101823,Good PLC,Consulting,Sweden,42.0,Pro,Referral,,12/24/2023,2026-04-24,False
ACC-105631,"Mccoy, Payne and Huber",Logistics,United States,119.0,Business,Referral,,10/21/2024,,True
ACC-105821,"Murphy, Griffith and Cobb",SaaS,Brazil,2.0,Starter,Paid Ads,,26/05/2023,07/26/2023,True
ACC-104544,Patrick-Forbes,Manufacturing,United Kingdom,663.0,Enterprise,Paid Ads,REP-029,17-Nov-2024,05/17/2025,True
ACC-100716,Murray-Oconnor,E-commerce,USA,312.0,business,Partner,,09/08/2024,,True
ACC-105819,Abbott-Harrison,Education,Germany,238.0,Business,Referral,,18/06/2025,,True
ACC-105680,Bartlett-Christian,Media,,17.0,Pro,Paid Ads,,2022/06/26,2024-02-26,True
ACC-102048,"Miller, Luna and Wallace",Logistics,France,14.0,Pro,Content/SEO,,25/10/2024,25/01/2026,True
ACC-105264,"Mcdaniel, Kim and Chang",FinTech,Australia,998.0,Enterprise,Partner,REP-014,2023-12-10,,True
ACC-104178,Sanders-Morse,Healthcare,Canada,100.0,pro,Content/SEO,,2024-09-27,,False
ACC-104809,Fernandez Group,Healthcare,United Kingdom,1141.0,Enterprise,Organic Search,REP-031,2025-08-04,,True
ACC-102724,Watkins and Sons,,Canada,,Pro,Paid Ads,,2025/05/20,,True
ACC-105499,Heath PLC,Consulting,France,25.0,Pro,,,06/22/2023,,True
