ticket_id,account_id,created_date,category,priority,resolution_time_hours,satisfaction_score
TCK-0022014,ACC-103797,2026-04-05,Integration Help,Urgent,8.2,4.0
TCK-0022015,ACC-103797,08/14/2025,Other,Medium,6.0,5.0
TCK-0022016,ACC-103797,03/20/2026,Integration Help,High,3.1,
TCK-0022017,ACC-103797,23/07/2025,Integration Help,Low,0.3,4.0
TCK-0022018,ACC-103797,2025-05-20,Billing,Low,1.9,4.0
TCK-0022019,ACC-103368,2024-10-06,Performance,High,9.4,5.0
TCK-0022020,ACC-103368,2025/04/12,Other,Low,5.5,
TCK-0022021,ACC-103368,29/02/2024,Feature Request,Medium,0.3,4.0
TCK-0022022,ACC-103368,2024-02-25,Bug Report,High,14.4,4.0
TCK-0022023,ACC-103368,11/20/2024,Other,Medium,3.5,5.0
TCK-0022024,ACC-103368,2025-07-18,Onboarding,High,8.3,5.0
TCK-0022025,ACC-103368,02/27/2024,Other,High,1.9,2.0
TCK-0022026,ACC-103368,2024-04-02,Bug Report,Low,7.5,5.0
TCK-0022027,ACC-103368,2024-11-27,Performance,Medium,24.2,3.0
TCK-0022028,ACC-103367,2025-08-13,Account Access,Low,12.2,5.0
TCK-0022029,ACC-103367,26-Dec-2025,Performance,Low,0.1,5.0
TCK-0022030,ACC-103367,2026-02-05,Integration Help,Medium,5.4,4.0
TCK-0022031,ACC-103367,01/04/2026,Onboarding,Medium,,5.0
TCK-0022032,ACC-103367,2026-01-22,Billing,Medium,9.2,3.0
TCK-0022033,ACC-103367,05/19/2026,Performance,Medium,14.8,5.0
TCK-0022034,ACC-103533,2025-07-12,Integration Help,Low,0.1,4.0
TCK-0022035,ACC-103533,01/09/2026,Bug Report,Medium,6.1,5.0
TCK-0022036,ACC-103533,2025/07/09,Bug Report,Medium,3.0,5.0
TCK-0022037,ACC-103533,2025-11-30,Account Access,Medium,49.3,1.0
TCK-0022038,ACC-103533,2025-08-27,Onboarding,Urgent,5.0,2.0
TCK-0022039,ACC-103533,2025-05-25,Onboarding,Medium,5.3,4.0
TCK-0022040,ACC-103533,2025-12-05,Performance,High,5.7,2.0
TCK-0022041,ACC-103533,03/01/2026,Integration Help,High,22.5,
TCK-0022042,ACC-105487,2023-01-05,Onboarding,Medium,3.3,3.0
TCK-0022043,ACC-105487,2023-01-26,Account Access,High,4.3,
TCK-0022044,ACC-103449,10-Dec-2022,Bug Report,Low,9.9,5.0
TCK-0022045,ACC-103449,2023-03-02,Billing,High,3.3,5.0
TCK-0022046,ACC-103449,01/25/2023,Account Access,High,,
TCK-0022047,ACC-103449,2023-04-09,Bug Report,High,30.5,
TCK-0022048,ACC-103449,2023-02-16,Other,High,20.6,3.0
TCK-0022049,ACC-100603,2025/01/09,Feature Request,Low,5.2,
TCK-0022050,ACC-100603,2024/05/31,Billing,Low,14.7,3.0
TCK-0022051,ACC-100603,2025-12-27,Account Access,Medium,15.1,3.0
TCK-0022052,ACC-100603,04/07/2025,Performance,Low,5.5,4.0
TCK-0022053,ACC-100603,06/10/2025,Performance,Medium,3.5,
TCK-0022054,ACC-103056,2024/03/22,Feature Request,Urgent,4.8,4.0
TCK-0022055,ACC-103056,11/04/2025,Account Access,Medium,12.4,4.0
TCK-0022056,ACC-103056,08/06/2024,Feature Request,Medium,0.1,5.0
TCK-0022057,ACC-103056,2025-01-22,Performance,Medium,0.3,4.0
TCK-0022058,ACC-105569,06/27/2025,Performance,High,9.8,5.0
TCK-0022059,ACC-105569,03/27/2024,Feature Request,Low,11.4,5.0
TCK-0022060,ACC-105569,01/29/2025,Other,Low,21.7,5.0
TCK-0022061,ACC-105569,01/27/2025,Feature Request,Medium,20.8,3.0
TCK-0022062,ACC-105569,2024-05-02,Billing,Low,1.5,4.0
TCK-0022063,ACC-105569,2025-03-26,Other,Medium,13.7,5.0
TCK-0022064,ACC-100126,11/25/2023,Onboarding,High,0.2,3.0
TCK-0022065,ACC-100126,2024-01-29,Account Access,Medium,4.5,4.0
TCK-0022066,ACC-103876,2026-04-02,Integration Help,Medium,2.4,
TCK-0022067,ACC-103876,2022-10-18,Performance,Urgent,0.4,4.0
TCK-0022068,ACC-102935,03/30/2024,Feature Request,High,6.8,4.0
TCK-0022069,ACC-102935,24-Nov-2022,Other,Medium,21.0,4.0
TCK-0022070,ACC-102935,01-Oct-2022,Integration Help,Low,4.5,5.0
TCK-0022071,ACC-104451,07/11/2025,Billing,Low,9.2,4.0
TCK-0022072,ACC-104451,2025-12-22,Other,Urgent,,5.0
TCK-0022073,ACC-104451,2025-11-10,Onboarding,Low,14.1,4.0
TCK-0022074,ACC-104451,2025-06-12,Onboarding,Medium,5.7,5.0
TCK-0022075,ACC-104451,2025-10-01,Feature Request,Medium,20.1,2.0
TCK-0022076,ACC-100827,2026-04-28,Integration Help,High,8.1,4.0
TCK-0022077,ACC-100827,2025/11/26,Billing,Low,35.1,2.0
TCK-0022078,ACC-100827,2026-05-24,Billing,Low,5.3,5.0
TCK-0022079,ACC-100827,2025-12-28,Other,Low,,
TCK-0022080,ACC-100827,08/20/2025,Performance,High,3.5,5.0
TCK-0022081,ACC-100827,2025-11-07,Integration Help,Medium,16.4,4.0
TCK-0022082,ACC-101639,16/12/2024,Bug Report,Low,2.3,3.0
TCK-0022083,ACC-101639,20/12/2024,Feature Request,Low,13.9,1.0
TCK-0022084,ACC-101639,28/07/2025,Integration Help,Low,15.9,4.0
TCK-0022085,ACC-101639,02/07/2025,Bug Report,Medium,30.8,5.0
TCK-0022086,ACC-101639,01/10/2025,Performance,Medium,46.0,3.0
TCK-0022087,ACC-101639,2025-09-18,Bug Report,Medium,3.7,4.0
TCK-0022088,ACC-101639,01/09/2025,Other,Low,8.9,3.0
TCK-0022089,ACC-101639,16/09/2025,Bug Report,Medium,1.4,5.0
TCK-0022090,ACC-101639,2026-04-16,Bug Report,Low,14.9,3.0
TCK-0022091,ACC-101639,2025-02-15,Integration Help,Medium,3.9,
TCK-0022092,ACC-100984,2022-07-03,Feature Request,Low,0.7,4.0
TCK-0022093,ACC-100984,2022-03-21,Performance,Medium,54.6,5.0
TCK-0022094,ACC-100984,05/31/2022,Account Access,Medium,23.7,4.0
TCK-0022095,ACC-103281,2024-08-22,Feature Request,Medium,4.7,5.0
TCK-0022096,ACC-103281,11/09/2025,Bug Report,Low,7.0,5.0
TCK-0022097,ACC-103281,01/20/2025,Billing,Low,0.1,5.0
TCK-0022098,ACC-103281,2024-03-29,Other,Low,11.5,4.0
TCK-0022099,ACC-103281,2024/08/23,Account Access,Low,3.5,
TCK-0022100,ACC-103281,2023-12-09,Feature Request,Medium,20.2,2.0
TCK-0022101,ACC-103281,07/06/2024,Performance,Urgent,3.1,3.0
TCK-0022102,ACC-103281,2026-01-10,Bug Report,High,8.1,4.0
TCK-0022103,ACC-103281,2024-04-06,Feature Request,High,6.6,3.0
TCK-0022104,ACC-103281,2024-03-20,Other,Low,22.9,4.0
TCK-0022105,ACC-103281,2024-07-17,Integration Help,Low,19.9,
TCK-0022106,ACC-102188,2026-03-19,Billing,Low,9.1,2.0
TCK-0022107,ACC-102188,05/20/2026,Bug Report,High,2.4,
TCK-0022108,ACC-102188,2025-11-18,Billing,Low,13.4,
TCK-0022109,ACC-102188,2025-12-24,Integration Help,Medium,13.8,4.0
TCK-0022110,ACC-102188,2025/08/02,Performance,High,6.9,5.0
TCK-0022111,ACC-105604,13-Aug-2024,Bug Report,Low,8.7,4.0
TCK-0022112,ACC-105604,2024-05-10,Performance,Low,6.4,
TCK-0022113,ACC-105604,2025-01-23,Integration Help,Low,28.5,5.0
TCK-0022114,ACC-105604,2025-04-05,Billing,Medium,12.1,1.0
TCK-0022115,ACC-105604,08/30/2024,Account Access,Low,1.5,4.0
TCK-0022116,ACC-105604,01-Oct-2025,Onboarding,Low,16.2,5.0
TCK-0022117,ACC-102443,2026-02-17,Bug Report,Medium,14.9,5.0
TCK-0022118,ACC-102443,2024-05-01,Billing,Medium,,4.0
TCK-0022119,ACC-102443,02/12/2025,Account Access,Urgent,0.9,5.0
TCK-0022120,ACC-102443,2026/04/08,Billing,Low,16.1,2.0
TCK-0022121,ACC-102443,27/01/2026,Onboarding,Low,0.5,4.0
TCK-0022122,ACC-102443,2025-11-30,Feature Request,High,0.8,
TCK-0022123,ACC-100362,2022-07-25,Integration Help,Low,3.3,4.0
TCK-0022124,ACC-100362,2022-12-05,Onboarding,Medium,4.6,
TCK-0022125,ACC-100362,06/30/2023,Account Access,Low,9.3,2.0
TCK-0022126,ACC-100362,12/27/2022,Integration Help,Urgent,1.4,3.0
TCK-0022127,ACC-102349,2024-11-13,Account Access,Urgent,0.7,5.0
TCK-0022128,ACC-102349,2025-06-02,Onboarding,High,3.6,5.0
TCK-0022129,ACC-102349,2024-10-19,Integration Help,Low,30.5,5.0
TCK-0022130,ACC-102349,25/09/2025,Billing,Low,,5.0
TCK-0022131,ACC-102349,2024-08-18,Onboarding,High,2.2,3.0
TCK-0022132,ACC-100345,10/12/2022,Bug Report,Low,0.3,5.0
TCK-0022133,ACC-100814,2025-11-27,Other,Low,8.8,3.0
TCK-0022134,ACC-100814,03/09/2026,Account Access,Medium,10.5,1.0
TCK-0022135,ACC-104807,04-Jul-2023,Billing,High,1.0,2.0
TCK-0022136,ACC-104807,08/02/2024,Bug Report,High,4.3,3.0
TCK-0022137,ACC-104807,2026/01/18,Onboarding,High,14.8,4.0
TCK-0022138,ACC-103205,2025-10-03,Onboarding,Low,29.4,1.0
TCK-0022139,ACC-103205,10/28/2025,Billing,High,11.2,4.0
TCK-0022140,ACC-103205,2026-02-22,Onboarding,Urgent,0.7,5.0
TCK-0022141,ACC-103205,2026-04-21,Integration Help,Medium,18.3,
TCK-0022142,ACC-103205,25/08/2025,Integration Help,Medium,1.9,5.0
TCK-0022143,ACC-103205,2025-11-14,Billing,Low,4.8,1.0
TCK-0022144,ACC-103205,17-Oct-2025,Integration Help,Medium,1.4,4.0
TCK-0022145,ACC-105050,19-Jun-2025,Other,Medium,1.9,
TCK-0022146,ACC-105050,2023-10-13,Feature Request,Medium,38.0,2.0
TCK-0022147,ACC-105050,11/28/2024,Feature Request,Medium,10.7,4.0
TCK-0022148,ACC-105050,2024-01-15,Performance,High,6.0,5.0
TCK-0022149,ACC-105050,05/14/2024,Other,Low,0.3,5.0
TCK-0022150,ACC-105050,05-Mar-2025,Feature Request,Medium,15.6,4.0
TCK-0022151,ACC-105050,2024-10-14,Bug Report,Low,7.4,5.0
TCK-0022152,ACC-105050,2024-06-24,Integration Help,Urgent,1.9,2.0
TCK-0022153,ACC-105832,12-Jun-2024,Other,Medium,,4.0
TCK-0022154,ACC-105832,2025-04-06,Performance,Medium,14.4,
TCK-0022155,ACC-105832,2024-12-09,Billing,Low,6.0,5.0
TCK-0022156,ACC-105832,2024/12/05,Account Access,Medium,0.1,4.0
TCK-0022157,ACC-105832,2025-12-12,Other,Low,21.1,3.0
TCK-0022158,ACC-105832,2025-08-30,Account Access,Urgent,10.6,4.0
TCK-0022159,ACC-105832,18-Feb-2025,Integration Help,Low,7.6,5.0
TCK-0022160,ACC-105832,08/22/2025,Other,Medium,34.1,4.0
TCK-0022161,ACC-103325,2024-10-28,Integration Help,High,,5.0
TCK-0022162,ACC-103325,05/26/2024,Account Access,Medium,7.9,3.0
TCK-0022163,ACC-103325,03/24/2026,Other,Low,2.1,4.0
TCK-0022164,ACC-103325,13-Dec-2023,Billing,High,1.5,4.0
TCK-0022165,ACC-103325,08/25/2025,Feature Request,Low,7.6,
TCK-0022166,ACC-104106,22/07/2023,Billing,Medium,2.2,4.0
TCK-0022167,ACC-104106,06/04/2025,Integration Help,Low,8.4,5.0
TCK-0022168,ACC-104106,22-Nov-2022,Onboarding,Low,3.2,5.0
TCK-0022169,ACC-104106,14-Mar-2024,Bug Report,Low,20.3,
TCK-0022170,ACC-104106,2026/02/25,Performance,Low,-8.7,4.0
TCK-0022171,ACC-104106,2023-03-18,Integration Help,Medium,2.4,5.0
TCK-0022172,ACC-104106,30/08/2022,Onboarding,Low,9.1,4.0
TCK-0022173,ACC-102116,03-May-2023,Onboarding,Low,3.1,3.0
TCK-0022174,ACC-102116,2022-12-09,Onboarding,High,28.7,4.0
TCK-0022175,ACC-102116,20/02/2024,Account Access,Low,10.8,2.0
TCK-0022176,ACC-102116,2025-08-06,Feature Request,Low,17.6,2.0
TCK-0022177,ACC-102116,2025-10-08,Other,High,23.1,3.0
TCK-0022178,ACC-102116,02/09/2024,Account Access,Medium,15.9,5.0
TCK-0022179,ACC-102116,05/20/2026,Onboarding,Low,,
TCK-0022180,ACC-102116,23-Apr-2023,Other,Medium,5.4,4.0
TCK-0022181,ACC-101834,2024-07-20,Onboarding,Medium,4.9,2.0
TCK-0022182,ACC-101834,03/14/2025,Account Access,Low,16.9,3.0
TCK-0022183,ACC-101834,2024-09-19,Bug Report,Low,1.9,5.0
TCK-0022184,ACC-101834,2025-06-03,Integration Help,Urgent,1.3,4.0
TCK-0022185,ACC-101834,2024-03-13,Integration Help,Medium,15.1,
TCK-0022186,ACC-101834,2025-05-26,Account Access,High,0.7,5.0
TCK-0022187,ACC-100793,2023-06-15,Feature Request,High,3.1,2.0
TCK-0022188,ACC-100793,21/08/2022,Onboarding,Medium,21.6,5.0
TCK-0022189,ACC-100793,2022-11-09,Bug Report,Medium,5.3,5.0
TCK-0022190,ACC-100793,2022/06/30,Billing,Medium,6.5,
TCK-0022191,ACC-100793,2023-09-18,Onboarding,Low,5.0,5.0
TCK-0022192,ACC-100793,2023/07/31,Onboarding,Low,8.0,3.0
TCK-0022193,ACC-102674,03-Mar-2026,Bug Report,Low,1.9,5.0
TCK-0022194,ACC-102674,01/26/2026,Integration Help,Urgent,4.7,
TCK-0022195,ACC-102674,02/18/2026,Bug Report,High,2.3,4.0
TCK-0022196,ACC-100094,2025-02-03,Feature Request,High,1.5,5.0
TCK-0022197,ACC-100094,2025-11-24,Billing,High,3.9,4.0
TCK-0022198,ACC-100094,2024-11-24,Bug Report,High,0.8,5.0
TCK-0022199,ACC-100094,17/03/2025,Feature Request,Low,5.9,2.0
TCK-0022200,ACC-100094,2025-11-14,Bug Report,High,7.8,2.0
TCK-0022201,ACC-100094,2024-12-04,Billing,Medium,,4.0
TCK-0022202,ACC-100094,07/15/2025,Feature Request,Low,,3.0
TCK-0022203,ACC-100094,2025-01-14,Bug Report,Low,1.8,5.0
TCK-0022204,ACC-104225,2024-05-29,Bug Report,Medium,4.1,5.0
TCK-0022205,ACC-104225,07/06/2022,Other,Low,1.9,4.0
TCK-0022206,ACC-104225,2025-08-28,Account Access,Low,11.0,
TCK-0022207,ACC-104225,22/05/2022,Integration Help,Medium,17.8,
TCK-0022208,ACC-103756,12/09/2025,Performance,Low,-0.8,3.0
TCK-0022209,ACC-103756,2024-12-20,Bug Report,Medium,4.6,4.0
TCK-0022210,ACC-103756,08/14/2025,Billing,Low,3.2,5.0
TCK-0022211,ACC-102891,2022-05-26,Other,High,15.6,3.0
TCK-0022212,ACC-102891,2022-06-29,Other,Low,3.8,
TCK-0022213,ACC-102891,2022-06-30,Feature Request,Medium,23.3,4.0
TCK-0022214,ACC-102891,11/07/2022,Bug Report,Medium,0.1,5.0
TCK-0022215,ACC-102891,07/07/2022,Bug Report,Urgent,14.9,2.0
TCK-0022216,ACC-102891,2022-06-16,Onboarding,Medium,7.4,4.0
TCK-0022217,ACC-102371,2025-11-23,Integration Help,Low,9.0,5.0
TCK-0022218,ACC-102371,2026-02-17,Onboarding,Low,12.5,5.0
TCK-0022219,ACC-102371,2026-02-14,Other,Low,14.3,4.0
TCK-0022220,ACC-105037,2025-10-08,Feature Request,High,21.2,2.0
TCK-0022221,ACC-105037,2026-02-19,Integration Help,Low,17.7,5.0
TCK-0022222,ACC-105037,30-Nov-2025,Performance,Urgent,0.4,3.0
TCK-0022223,ACC-105037,02/07/2026,Integration Help,Low,18.1,4.0
TCK-0022224,ACC-105389,2025-08-08,Feature Request,Low,35.5,
TCK-0022225,ACC-105389,09/08/2025,Account Access,Low,6.7,2.0
TCK-0022226,ACC-105389,2025-06-01,Bug Report,Medium,7.4,4.0
TCK-0022227,ACC-105389,2025-06-16,Other,Medium,0.1,4.0
TCK-0022228,ACC-103228,29-Dec-2025,Other,Medium,6.3,4.0
TCK-0022229,ACC-103228,01/25/2026,Feature Request,Medium,4.8,4.0
TCK-0022230,ACC-103228,2026-05-17,Onboarding,Low,7.4,4.0
TCK-0022231,ACC-103228,2026-01-17,Account Access,Urgent,0.6,4.0
TCK-0022232,ACC-103228,2025-12-05,Integration Help,Medium,7.5,5.0
TCK-0022233,ACC-103228,2026-03-16,Bug Report,Medium,5.6,4.0
TCK-0022234,ACC-105421,2024-12-30,Account Access,Medium,11.6,3.0
TCK-0022235,ACC-105421,2025-05-26,Integration Help,Medium,1.5,4.0
TCK-0022236,ACC-105421,02-Dec-2023,Billing,Low,0.2,4.0
TCK-0022237,ACC-105421,2025-04-09,Billing,High,4.5,4.0
TCK-0022238,ACC-105421,2023-11-04,Bug Report,Medium,17.8,5.0
TCK-0022239,ACC-105421,24/11/2023,Account Access,Medium,3.5,
TCK-0022240,ACC-102853,2024-03-14,Feature Request,High,7.9,5.0
TCK-0022241,ACC-102853,07/31/2025,Other,Medium,14.2,
TCK-0022242,ACC-102853,2025-10-27,Onboarding,Medium,4.5,4.0
TCK-0022243,ACC-102853,09/29/2025,Onboarding,Low,4.7,3.0
TCK-0022244,ACC-102853,28/08/2024,Billing,Low,8.9,5.0
TCK-0022245,ACC-102912,07/26/2022,Performance,Medium,3.9,3.0
TCK-0022246,ACC-102912,01/25/2024,Billing,Low,14.7,2.0
TCK-0022247,ACC-102912,2025-02-27,Feature Request,Medium,5.3,4.0
TCK-0022248,ACC-102912,2022-04-26,Other,Medium,13.3,3.0
TCK-0022249,ACC-102912,2022-10-12,Bug Report,High,16.7,3.0
TCK-0022250,ACC-101865,30-Jan-2024,Account Access,Medium,6.2,5.0
TCK-0022251,ACC-101865,24-Jan-2023,Bug Report,Medium,8.8,4.0
TCK-0022252,ACC-101865,05-Jul-2023,Other,Low,9.8,
TCK-0022253,ACC-101865,2022-11-20,Feature Request,Low,8.2,3.0
TCK-0022254,ACC-101865,2023-02-12,Billing,Medium,15.6,5.0
TCK-0022255,ACC-104612,04/06/2024,Onboarding,Medium,26.4,3.0
TCK-0022256,ACC-104612,2024-12-20,Account Access,High,2.5,2.0
TCK-0022257,ACC-104612,2026-04-10,Other,Low,13.3,5.0
TCK-0022258,ACC-104612,2025-06-15,Other,Low,1.8,4.0
TCK-0022259,ACC-104612,2024-04-08,Other,Low,10.1,5.0
TCK-0022260,ACC-104612,25-Aug-2024,Account Access,Low,4.2,4.0
TCK-0022261,ACC-101857,2026-04-20,Other,Low,5.4,4.0
TCK-0022262,ACC-101857,2026-04-29,Integration Help,Urgent,0.1,2.0
TCK-0022263,ACC-101857,05-May-2025,Bug Report,Low,0.3,3.0
TCK-0022264,ACC-101857,03/11/2024,Integration Help,High,9.4,2.0
TCK-0022265,ACC-101857,01/09/2025,Account Access,Low,1.0,3.0
TCK-0022266,ACC-101857,2025-04-14,Integration Help,Low,9.7,
TCK-0022267,ACC-101857,2025-11-30,Onboarding,Medium,19.7,3.0
TCK-0022268,ACC-102645,2022/11/26,Integration Help,Low,3.7,5.0
TCK-0022269,ACC-102645,2024-04-26,Feature Request,High,19.5,5.0
TCK-0022270,ACC-102645,04/01/2025,Account Access,Low,24.8,5.0
TCK-0022271,ACC-102243,2024-07-29,Performance,Low,12.4,3.0
TCK-0022272,ACC-100950,29-Jan-2025,Feature Request,Medium,28.3,4.0
TCK-0022273,ACC-100950,05/30/2025,Billing,High,23.1,5.0
TCK-0022274,ACC-100950,03/15/2024,Integration Help,High,14.8,4.0
TCK-0022275,ACC-103068,09/30/2025,Integration Help,Medium,,3.0
TCK-0022276,ACC-101120,2023/10/23,Billing,Low,,4.0
TCK-0022277,ACC-101120,2023-04-24,Feature Request,Medium,0.1,3.0
TCK-0022278,ACC-102597,2025-06-27,Bug Report,Medium,13.6,5.0
TCK-0022279,ACC-102597,2024-11-02,Onboarding,Medium,10.5,2.0
TCK-0022280,ACC-102597,18/01/2026,Other,Low,1.1,4.0
TCK-0022281,ACC-102597,21-Oct-2024,Billing,Low,9.7,3.0
TCK-0022282,ACC-102597,2026/05/06,Feature Request,Low,28.5,4.0
TCK-0022283,ACC-102597,12/19/2024,Performance,Low,1.1,4.0
TCK-0022284,ACC-102204,2023-12-07,Bug Report,Medium,1.5,4.0
TCK-0022285,ACC-102204,2024-01-13,Feature Request,Low,10.7,
TCK-0022286,ACC-102204,07/22/2022,Integration Help,Low,15.5,5.0
TCK-0022287,ACC-102204,2022-11-25,Integration Help,Medium,4.4,5.0
TCK-0022288,ACC-102204,2023-10-02,Other,Low,6.2,5.0
TCK-0022289,ACC-102204,2023-09-19,Bug Report,Low,13.3,3.0
TCK-0022290,ACC-102204,03/23/2024,Integration Help,High,10.4,5.0
TCK-0022291,ACC-102204,30/10/2023,Other,Medium,1.4,4.0
TCK-0022292,ACC-102204,06/11/2023,Feature Request,Medium,1.5,2.0
TCK-0022293,ACC-102204,2022-08-13,Other,Low,0.4,5.0
TCK-0022294,ACC-102204,2022-06-07,Performance,Medium,3.4,2.0
TCK-0022295,ACC-102204,2022-12-15,Bug Report,Low,1.7,4.0
TCK-0022296,ACC-100419,05/10/2022,Account Access,Medium,3.9,
TCK-0022297,ACC-100419,27-Jul-2022,Integration Help,Medium,0.6,4.0
TCK-0022298,ACC-100419,2025-07-11,Performance,Urgent,6.0,5.0
TCK-0022299,ACC-100419,11/01/2026,Bug Report,Medium,6.7,5.0
TCK-0022300,ACC-100419,2025-01-03,Onboarding,Low,6.0,
TCK-0022301,ACC-100419,30/06/2024,Integration Help,Medium,8.5,5.0
TCK-0022302,ACC-100922,2025/11/07,Account Access,Medium,1.6,5.0
TCK-0022303,ACC-100922,2026-02-06,Billing,Low,26.3,4.0
TCK-0022304,ACC-100922,04/21/2025,Onboarding,Medium,25.6,
TCK-0022305,ACC-100922,2026-01-16,Feature Request,Medium,8.9,5.0
TCK-0022306,ACC-100922,2026/05/30,Billing,High,10.0,5.0
TCK-0022307,ACC-100922,02/07/2026,Onboarding,Medium,26.1,
TCK-0022308,ACC-100922,2025-05-16,Onboarding,Low,1.9,4.0
TCK-0022309,ACC-101254,2023-02-03,Onboarding,High,0.7,3.0
TCK-0022310,ACC-101254,24-Aug-2024,Feature Request,Medium,2.0,5.0
TCK-0022311,ACC-101254,08/18/2025,Onboarding,Low,16.1,4.0
TCK-0022312,ACC-101254,2024-12-25,Onboarding,Medium,7.9,5.0
TCK-0022313,ACC-100477,2023-01-12,Billing,Medium,8.6,4.0
TCK-0022314,ACC-100477,06/22/2023,Bug Report,Low,22.9,
TCK-0022315,ACC-100477,06/24/2023,Feature Request,Medium,4.3,
TCK-0022316,ACC-100477,2023-07-08,Other,Medium,10.7,4.0
TCK-0022317,ACC-101202,2025-07-20,Billing,High,3.9,5.0
TCK-0022318,ACC-101202,2025-09-08,Feature Request,Low,11.3,3.0
TCK-0022319,ACC-101202,2026-03-07,Performance,Medium,11.5,1.0
TCK-0022320,ACC-101202,16-Feb-2026,Onboarding,Medium,21.6,4.0
TCK-0022321,ACC-102626,14-Aug-2025,Other,Low,0.1,2.0
TCK-0022322,ACC-105857,2026/05/27,Billing,Medium,2.2,5.0
TCK-0022323,ACC-105857,09/25/2025,Billing,Low,6.6,5.0
TCK-0022324,ACC-105857,17/09/2024,Bug Report,High,1.1,1.0
TCK-0022325,ACC-105857,29/05/2025,Billing,Urgent,2.3,4.0
TCK-0022326,ACC-105857,2025-01-08,Bug Report,Low,34.6,4.0
TCK-0022327,ACC-101970,2026-01-24,Billing,High,15.5,5.0
TCK-0022328,ACC-101970,14-Jul-2024,Account Access,Low,29.3,3.0
TCK-0022329,ACC-101970,16-Dec-2023,Other,Medium,11.2,3.0
TCK-0022330,ACC-101970,2026-03-20,Other,Medium,1.7,2.0
TCK-0022331,ACC-101970,03/30/2025,Integration Help,Low,6.5,5.0
TCK-0022332,ACC-103110,2025-03-23,Billing,Urgent,1.4,3.0
TCK-0022333,ACC-103110,05/12/2025,Onboarding,Medium,-0.4,1.0
TCK-0022334,ACC-103110,2025-06-03,Account Access,Low,11.0,3.0
TCK-0022335,ACC-103110,2025-10-22,Billing,High,0.6,3.0
TCK-0022336,ACC-104018,12/23/2025,Feature Request,Medium,31.5,2.0
TCK-0022337,ACC-104018,2025-11-03,Onboarding,Low,2.7,4.0
TCK-0022338,ACC-104018,2026-03-18,Bug Report,Medium,3.4,
TCK-0022339,ACC-104018,2026-03-04,Account Access,High,23.7,4.0
TCK-0022340,ACC-102151,2022-11-15,Performance,High,7.5,4.0
TCK-0022341,ACC-102151,2023-05-03,Other,Low,0.7,3.0
TCK-0022342,ACC-102151,10/07/2025,Onboarding,Medium,23.1,3.0
TCK-0022343,ACC-102151,10/23/2025,Feature Request,Urgent,6.5,5.0
TCK-0022344,ACC-102151,2023-02-05,Feature Request,Low,13.5,3.0
TCK-0022345,ACC-103687,2025-02-05,Feature Request,Medium,23.3,
TCK-0022346,ACC-103687,2026-03-04,Feature Request,Medium,5.3,4.0
TCK-0022347,ACC-103687,11/12/2024,Account Access,Medium,25.5,3.0
TCK-0022348,ACC-103687,31-Mar-2025,Onboarding,Low,5.2,4.0
TCK-0022349,ACC-104916,04/08/2024,Feature Request,High,24.1,5.0
TCK-0022350,ACC-104916,2023-12-08,Performance,Medium,2.2,4.0
TCK-0022351,ACC-104916,25/11/2023,Bug Report,Low,3.3,4.0
TCK-0022352,ACC-101997,2025-11-02,Billing,Medium,1.5,4.0
TCK-0022353,ACC-101997,2025-07-13,Feature Request,Medium,23.1,4.0
TCK-0022354,ACC-101997,27/09/2024,Bug Report,Low,,1.0
TCK-0022355,ACC-101997,13-Aug-2025,Feature Request,Urgent,3.8,3.0
TCK-0022356,ACC-101997,12/16/2025,Onboarding,Medium,3.1,4.0
TCK-0022357,ACC-101997,2025-02-26,Performance,Urgent,4.4,5.0
TCK-0022358,ACC-101997,2025-06-03,Integration Help,Low,5.1,
TCK-0022359,ACC-104033,2022-07-07,Integration Help,High,3.7,4.0
TCK-0022360,ACC-104033,2022-10-10,Performance,Low,0.3,3.0
TCK-0022361,ACC-104033,2022-05-24,Onboarding,Low,1.8,4.0
TCK-0022362,ACC-104033,2022-06-13,Onboarding,High,12.0,5.0
TCK-0022363,ACC-104033,2022-09-14,Feature Request,Low,1.2,4.0
TCK-0022364,ACC-104033,05/13/2022,Feature Request,High,13.2,5.0
TCK-0022365,ACC-104033,19-Sep-2022,Bug Report,Medium,19.2,4.0
TCK-0022366,ACC-105971,2022-12-23,Onboarding,Medium,7.7,2.0
TCK-0022367,ACC-105971,2023-01-19,Billing,Low,8.6,
TCK-0022368,ACC-105971,2023-01-23,Bug Report,Medium,22.0,4.0
TCK-0022369,ACC-105971,2022-10-31,Integration Help,Medium,39.2,4.0
TCK-0022370,ACC-103054,01/10/2026,Account Access,Medium,27.6,5.0
TCK-0022371,ACC-103054,12/19/2025,Onboarding,Low,9.8,
TCK-0022372,ACC-101248,2025-01-06,Onboarding,High,20.8,3.0
TCK-0022373,ACC-101248,14-May-2026,Performance,Low,8.2,5.0
TCK-0022374,ACC-101248,06/04/2026,Billing,Low,6.1,4.0
TCK-0022375,ACC-101248,2024-11-15,Integration Help,Low,1.4,5.0
TCK-0022376,ACC-101248,10/13/2025,Feature Request,Low,28.4,2.0
TCK-0022377,ACC-101248,14-Feb-2025,Other,Low,10.9,5.0
TCK-0022378,ACC-102712,2025-08-27,Billing,Medium,8.1,
TCK-0022379,ACC-102712,06/09/2025,Integration Help,Low,3.5,5.0
